artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[爆卦]台灣確診人口比例已經超越大陸！！！！,2021/05/21,13:15:30,https://www.ptt.cc/bbs/Gossiping/M.1621602934.A.FFB.html,NTU87,Gossiping,112,20,59,"如題

台灣確診人口比例已經超越大陸！！！

在我發文的當下

根據我以下貼的網站
https://countrymeters.info/cn/Taiwan_(Republic_of_China)
台灣人口大概是23863093人

目前台灣確診人數為3139人

因此比例是0.01315%

根據以下網站
https://countrymeters.info/cn/China
大陸人口目前大概為1446857477人

根據以下網站
https://reurl.cc/GdzpEy
大陸確診人數為102822人

也就是說比例為0.007106%

也就是說台灣人確診比例

大概是大陸人的2倍左右！！！

以上
"
[問卦]再批評下去，會被關台的,2021/05/21,13:28:27,https://www.ptt.cc/bbs/Gossiping/M.1621603709.A.175.html,lololjo,Gossiping,11,7,1,"你各位再繼續批判時政，只會引來更多的打擊

沒看現在 管制中心已經正式批判此組織行為，
違法犯紀，散布謠言

廣大群眾唯一的敵人是中國共產黨，不是民主共產黨

難道都沒有想過這一年國家的偉大付出，這是容不得你評判，你有什麼身分地位，又付
出了些什麼


明年是關鍵年，五都選舉事關重要，如果現在不協助疫情防控，不控制謠言散步，引導
輿論走向有利方向，明年的選舉肯定受疫情影響我們的民主價值


自由來之不易，再批判下去會否導致黨的力量介入，是否會有網路上莫名的巨大影響力
，有沒有輿論一面倒批判我組織的掛

這是否乃 PPT 短網址的末路，有掛否

"
[問卦]實體大學還有存在價值嗎,2021/05/21,13:30:25,https://www.ptt.cc/bbs/Gossiping/M.1621603827.A.C0E.html,fcugeo,Gossiping,16,6,0,"因為疫情各大學都開始在家線上上課
每個大學跟教授的上課品質不一
都線上上課了就不用分甚麼
台青交中字地名私立了吧
大家都能線上學習阿
實體學校收一收少子化影響剛好解決
對吧
"
Re:[新聞]「刪Q」入二階　台灣基進：中共同路人支持罷免陳柏惟,2021/05/21,13:31:02,https://www.ptt.cc/bbs/Gossiping/M.1621603864.A.973.html,breathair,Gossiping,15,4,0,"欸欸
刪Q進度罷免會受到這波疫情影響嗎？

另外除了刪Q
台北，新北
簡稱雙北市民
最想要刪誰？

會是雙北市長嗎？
還是？

有沒有可能大家正接受最新一波共匪的
認知作戰呢？


我覺得刪Q應該會失敗辣
防疫優先嘛

大家都是乖寶寶ㄧ枚
誰去群聚
大媽肯定開罰
-
Sent from JPTT on my iPhone
"
[問卦]欸為什麼八點檔醫院場景不用戴口罩?,2021/05/21,13:33:07,https://www.ptt.cc/bbs/Gossiping/M.1621603989.A.D6B.html,odd5566,Gossiping,7,0,2,"八點檔一點小傷就要跑醫院
重點是 現在疫情期間 八點檔醫院的場景都不用戴口罩嗎?
戴口罩演八點檔有搞頭嗎?
"
[問卦]萬華成立台灣長照旗艦能洗白？,2021/05/21,13:33:35,https://www.ptt.cc/bbs/Gossiping/M.1621604017.A.B78.html,smileboy2016,Gossiping,10,5,0,"「嗨我住萬華～」

現在說出這句

初夏的空氣也能瞬間凝結變得沈重

萬華核心其實台灣民眾都心照不宣

只是疫情讓萬華小秘密被曝光

否則台灣各縣市都盛產竹筍為何各地人士獨愛萬華

因此萬華可以怎麼白回來

公益行善符合未來台灣人口走勢

成立萬華長照之全國示範旗艦中心？

由政府結合醫療與科技和農業輔導

例如協助無法生活自理的長青族洗澡

或輔導老人成為最潮的城市小農種植竹筍或葡萄等作物

養生有氧又可滿足身心

長照中心舌尖上的萬華


-
Sent from JPTT on my iPhone
"
Re:[新聞]玉山大火燒5天「55公頃山林慘毀」！肇事N,2021/05/21,13:34:04,https://www.ptt.cc/bbs/Gossiping/M.1621604048.A.935.html,ga652206,Gossiping,250,163,17,"看到講話真的讓人很氣...
這兩周超多森林都在燒

這起的玉山

台中市谷關馬崙山
https://news.ltn.com.tw/news/society/breakingnews/3539775
南投縣仁愛鄉惠蓀林場
https://udn.com/news/story/7320/5459415
這幾個點這兩周空勤跟陸航完全沒停的在救火
下周照玉山燒那樣也是根本不會停
從三月就不斷有這種森林救火
中部都在缺水了
還要一直因為這些登山客一時樂趣
動員這樣大量人力去救火
還有人因此得高山症

想想真的很靠北
給那些空勤和陸航、消防加油吧 !
每個給救災加油的 發10p
推
yilin11
: 救災加油
05/21 21:41
推
Gandalf
: 加油，注意安全
05/21 21:41
應該先扣押他財產
推
carsly
: 消防加油,NCC去死
05/21 21:44
推
pinknote
: 救災辛苦了，加油！
05/21 21:46
推
CCRX
: 加油
05/21 21:46
推
jerrysun1107
: 救災加油
05/21 21:46
推
zzffzz
: 加油喔！
05/21 21:46
推
huodalife
: 救災人員加油
05/21 21:46
推
devil99574
: 加油
05/21 21:47
推
GraceMa
: 救災加油
05/21 21:47
推
jds2518
: 辛苦了
05/21 21:48
推
karoshi
: 真台灣英雄!
05/21 21:49
推
ryan0217
: 加油！
05/21 21:50
推
sorryboy
: 救災加油
05/21 21:50
推
autocrator
: 加油
05/21 21:50
推
NDSLite
: 給救災加油
05/21 21:51
推
pin999888pin
: 救災加油
05/21 21:51
推
yuetan013
: 救災加油 祈禱天降甘霖
05/21 21:51
推
raymondchu
: 加油!!
05/21 21:52
推
julia3361
: 加油
05/21 21:53
推
godofsex
: 辛苦了
05/21 21:53
推
abcdqpwo
: 救災加油
05/21 21:53
推
kickjaneass
: 救災辛苦了！保重
05/21 21:54
推
coldeath
: 火神的眼淚
05/21 21:55
推
ciplu
: 火神的眼淚這周剛好也要演森林救災   上次預言到關說
05/21 21:56
推
derderyao
: 救災加油！
05/21 21:56
推
pcmacgyver
: 推 加油
05/21 21:56
推
sharkimage
: 加油
05/21 21:57
推
shane777
: 推 加油
05/21 21:58
推
shinobunodok
: 不是啊 疫情嚴峻上山幹嘛？欠群聚？群聚就算了還放
05/21 21:59
推
stnap
:  辛苦了
05/21 22:01
→
menshuei
: 沒辦法，看來防火牆難建立了，而且那種林木的油脂不少
05/21 22:01
仁愛跟谷關那兩個面積還能稍微開防火巷
玉山這個連工具在上面都很難發動
推
achun1212
: 打火英雄加油
05/21 22:03
推
SkyPhoenix
: 救災加油
05/21 22:04
推
guitarider
: 加油
05/21 22:05
推
smart8122
: 辛苦了
05/21 22:05
推
somesomeone
: +u
05/21 22:07
推
jimmy0204123
: 消防加油
05/21 22:07
推
happyapple29
: 加油！
05/21 22:07
推
starlighting
: 救災辛苦了
05/21 22:07
推
eastsea1
: 辛苦救災同仁
05/21 22:09
推
hongyi0402
: 加油
05/21 22:09
推
blackjr
: 加油
05/21 22:09
推
iXXXXGAY5566
:
05/21 22:10
推
steven851207
: 加油
05/21 22:11
推
ben425
: 加油
05/21 22:12
推
octopuz
: 加油！看了有氣
05/21 22:12
推
SpiceKey
: 國軍辛苦
05/21 22:12
推
a7749daya
: 推 辛苦消防了
05/21 22:14
推
CRATA
: 救災辛苦了 加油
05/21 22:14
推
cc161
: 推，辛苦救災的人了
05/21 22:15
推
mickey90194
: 救難隊加油！
05/21 22:15
推
albert7617
: 高調
05/21 22:16
推
tamagon
: 救災加油
05/21 22:16
推
SinPerson
: 林務局的也會支援滅火
05/21 22:17
推
bkool
: 加油
05/21 22:17
推
zangif
: 救災人員辛苦 但是台灣人不守規矩的民族性這種事情永遠繼
05/21 22:17
推
Winterishere
: 救災加油!
05/21 22:17
噓
mike0419
: 有黨證沒事
05/21 22:17
推
wind200625
: 加油推
05/21 22:17
推
erichha
: +u
05/21 22:18
推
foliose
: 高調
05/21 22:19
推
SANIUS
: 希望老天能為了山上的生命早日降雨
05/21 22:19
→
yarnt
: 台版山林野火英雄開拍
05/21 22:19
推
glmkk
: 救災英雄加油
05/21 22:20
推
gn01693664
: 救災英雄加油 山害滾
05/21 22:20
推
stja
: 辛苦消防了
05/21 22:20
推
yehenchi
: 加油
05/21 22:21
推
yo1234
: 救災人員辛苦了
05/21 22:22
推
iKelly
: 辛苦了，肇事者一副不是很在乎的態度令人反感
05/21 22:22
推
edoggiagia
: 大家加油
05/21 22:22
推
chuzozo
: 救災辛苦了...加油
05/21 22:25
推
SaintMing
: 火神的眼淚
05/21 22:28
推
bei8613
: 加油><祈禱趕快下雨！
05/21 22:28
推
gosipt23
: 加油
05/21 22:30
推
lau6m2002
: 唉。 生態浩劫啊。辛苦警消了
05/21 22:31
→
jojomaan
: 高調
05/21 22:33
https://i.imgur.com/v2Jhif7.png
像你這樣嗎?
https://i.imgur.com/hCQzkLx.png
還是這樣先攻擊醫護?
看你發文最近才上林業 想不到會這樣
→
pingupapa
: 加油辛苦了！垃圾登山客 怒
05/21 22:34
推
gowang19
: 加油了 救災人員
05/21 22:35
推
cloud777717
: 真的北七
05/21 22:36
→
thatislife
: 救火辛苦了
05/21 22:36
→
Wall62
: 辛苦了
05/21 22:38
→
cutehale
: 辛苦救災人員了
05/21 22:40
推
narmie89
: 高調
05/21 22:42
推
j821005
: 唉看了很難過
05/21 22:43
推
bam5566
: 推
05/21 22:44
推
OAVAYAVAO
: 推
05/21 22:46
推
viwa77068194
: 希望最近玉山能下雨
05/21 22:46
推
Jimmy2244
: 加油
05/21 22:48
推
LEOPARDO
: 高調
05/21 22:49
推
daintyguest
: 辛苦了，注意安全
05/21 22:50
推
fish10606
: 加油！登山教育還有很大的努力空間…
05/21 22:50
推
linspired
: 辛苦了 加油
05/21 22:51
推
mywayne
: 加油
05/21 22:53
推
tfe
: 辛苦了
05/21 22:54
推
teata
: 看到這新聞真的超生氣的，而且火勢到現在還沒撲滅
05/21 22:56
推
joyce526
: 加油
05/21 22:56
→
ipist
: 幹你娘登山仔全部都去死，浪費國家糧食，我祝福你們全部死
05/21 22:58
推
clotLU
: 救災加油
05/21 23:00
推
yupang
: 加油
05/21 23:01
推
Victory2
: 救災人員加油！
05/21 23:02
推
m6cs
: 救災人員加油，偉哉NCC,缺水還這樣亂搞
05/21 23:03
推
meishiln
: 打火救災人員加油!
05/21 23:08
推
hasejun
: 救災加油
05/21 23:10
推
dodoorca
: 。。。台灣加油。
05/21 23:10
推
scemoorso
: 推QQ加油
05/21 23:11
推
elisabj6
: 真的很不爽。。國家要用稅金去收拾  救災人員也要冒著危
05/21 23:15
推
twmarstw7758
: 救災人員辛苦了
05/21 23:15
推
shi21
: 救災加油    垃圾就別再上山了
05/21 23:15
推
turnkolan
: 幹真的氣死！救災人員辛苦了！
05/21 23:17
推
wuchihsu
: 救災人員辛苦了 QQ
05/21 23:23
推
ffflips
: 加油
05/21 23:23
推
federdream
: 救災加油！可憐的玉山
05/21 23:25
推
Milktea715
: 加油 看了很生氣
05/21 23:28
推
j26356147
: 救災加油！  辛苦了
05/21 23:30
推
takemyarms
: 加油
05/21 23:33
推
milk1982
: 救災辛苦了，加油
05/21 23:36
推
lovefriend
: 加油
05/21 23:37
推
ui
: 救災辛苦了＠＠
05/21 23:38
推
knuckles1982
: 真的很氣
05/21 23:38
→
wow1101
: 救災加油
05/21 23:43
→
yangnana
: 真的讓人氣到想吐血
05/21 23:45
推
lobelia
: 加油
05/21 23:46
推
dyhotin
: 沒水準登山客真的很87，消防單位辛苦了，加油
05/21 23:51
推
dnkofe
: 加油
05/21 23:58
推
sam1011
: 幫高調，他們真心辛苦了，謝謝…
05/22 00:01
→
SanguoKira
: 人多必有白癡 拖累登山族群 消防辛苦了
05/22 00:04
推
ab2u04fu4ab
: 救災加油
05/22 00:06
推
ts00380362
: 加油！
05/22 00:08
＠ 以上紅底標記130位，每人10P(稅後)發送完成!   by AutoGiveP 2.08"
[問卦]如果去年疫情就爆掉是不是比較好一點？,2021/05/21,13:34:24,https://www.ptt.cc/bbs/Gossiping/M.1621604066.A.4E2.html,ai770116,Gossiping,54,16,8,"去年絕大多數的國家疫情都爆掉了

也因為大家都爆掉了，也沒有誰特別顯眼，特別引人注意

只有台灣防得最好，生活幾乎沒改變，所以也顯得特別顯眼


結果現在，美國跟歐洲疫情都在收尾了

反而台灣爆掉了，現在變成台灣特別顯眼

還被彭博社、路透社嘲笑

別人都拿爛牌，才輸給病毒

只有台灣拿了一手好牌還輸掉，真是丟臉到了極點


所以如果去年疫情就爆掉，爆到跟新加坡差不多的程度就好

不但不會被世界注意到

而且，一年過後的現在，大家應該早就習慣這種哪裡都不能去的鳥生活了

是不是去年疫情就爆掉，還比較好一點？
"
Re:[新聞]疫情假訊息陳宗彥：你敢傳我就敢辦,2021/05/21,13:37:16,https://www.ptt.cc/bbs/Gossiping/M.1621604239.A.903.html,pinhanpaul,Gossiping,23,9,0,"我覺得有些剛好符合CDC說的這些情況



想起去年疫情剛爆發的時候

大家都需要口罩保護自己

結果有個沒頭髮的中共同路人出來造謠說口罩一定夠？

根本不夠好嗎  幹



還有民眾好好的戴口罩防疫怕害到其他人

有幾個搞認知作戰的間諜煽動民眾說

不要戴  還整天叫人把口罩拿下來？！

請問這還有天理嗎？



更可怕的是有一個穿白袍的傢伙

不知道是疏通哪裡的勢力

竟然可以跑到電視節目上大言不慚的說

健康的人搭公車搭捷運根本不需要戴口罩啊～～～

如果有人照做了後果不堪設想啊

還好民眾都很睿智幾乎沒人相信他

不然台灣早就淪陷了



一堆扯防疫後腿的中共造謠同路人

幹破您娘!!!!!

CDC到底要不要查"
[問卦]政府說不能傳假消息那可以抓戰犯嗎？,2021/05/21,13:40:37,https://www.ptt.cc/bbs/Gossiping/M.1621604439.A.D52.html,chuhao,Gossiping,10,4,1,"耶耶耶...就是啊...今天政府霸氣宣布要抓假消息來源

所以魯叔現在對疫情啊！疫苗啊！都不敢評論啊

那如果是這樣子的話..那我們是不是可以來抓戰犯

究竟為什麼 台灣從去年大家都覺得是一手好牌的情況下

打到現在連續幾天都破百確診...究竟是為什麼啊？ 有戰犯嗎？

有沒有相關的八卦？
"
[問卦]遠距教學後，學校跟補習班的差異性剩多,2021/05/21,13:42:00,https://www.ptt.cc/bbs/Gossiping/M.1621604522.A.7FA.html,a0976134,Gossiping,13,7,0,"老師線上授課時

不用在侷限於教室空間大小，

同時間觀眾的收視率，

反映出一個講師的授課能力。


學生可以選擇，

在自己有空的時間上自己想要的課，

不懂影片還可以重複播放，

也不會影響其他人上課權利。


想了想遠距教學，不就跟補習班差不多？

有沒有因為疫情的關係，

讓學校等於補習班的八卦？

Sent from
BePTT
on my HTC 2Q55100
"
[問卦]拜登會怎麼看台灣這次的防疫,2021/05/21,13:44:01,https://www.ptt.cc/bbs/Gossiping/M.1621604644.A.B15.html,atp3306,Gossiping,17,6,0,"拜登 之前台灣人都叫他失智 戀童
等到他上任之後台灣方拋出橄欖枝
疫情爆發前
美國議員等大咖都稱讚
台灣好棒棒
世界可以用台灣來當學習範本
是世界防疫的模範生

現在疫情爆發了
因為sexy tea 爆發
拜登會怎麼看待這一切

會不會很好奇
台灣的sexy tea到底有多厲害
因此來台看看

有沒有八卦
聲明稿跟拜登自己私下想法有差吧"
Re:[新聞]蔡英文執政滿5年民進黨列出10大政績,2021/05/21,13:44:27,https://www.ptt.cc/bbs/Gossiping/M.1621604670.A.AE8.html,tw689,Gossiping,18,12,0,"https://i.imgur.com/YB0nNvT.png
我到底看了什麼？

這大內宣製圖是在寫什麼鬼

明明寫截至2020年底

股市跟基本工資就截到2021年

電力就不敢寫到2021

而且電力備轉居然敢當政績

513大停電

517大停電

520執政5年用行動改變台灣，台灣電力大耀進?

疫情每天都好幾百例一定要這時候搞這個？
"
[問卦]只是堵藍是那些人在看的？,2021/05/21,13:44:32,https://www.ptt.cc/bbs/Gossiping/M.1621604674.A.253.html,Carmelo3,Gossiping,66,32,2,"在柯文哲還沒宣布徵召旅館作為輕症患者收容所前

NHK認證假訊息粉專只是堵藍

一直把方艙醫院跟防疫旅館混在一起比數量
https://imgur.com/a/LuSc3Mg.jpg
但方艙醫院不是拿來收確診輕症使用的

而防疫旅館本來不是給境外旅客住的嗎？

這兩個應該是不同的東西吧？

有沒有看堵藍的人的八卦？

"
[新聞]新北老翁列確診個案居家隔離猝死,2021/05/21,13:45:31,https://www.ptt.cc/bbs/Gossiping/M.1621604734.A.77B.html,chihchingho,Gossiping,79,35,13,"1.媒體來源:
中央社

2.記者署名:
黃旭昇

3.完整新聞標題:
新北老翁列確診個案 居家隔離猝死

4.完整新聞內文:
（中央社記者黃旭昇新北21日電）一名居家隔離中的老翁今天被家人發現無意識，送醫仍
不治。新北市政府衛生局表示，老翁為武漢肺炎確診個案。

衛生局說，今天早上老翁被家人發現無意識反應，救護人員到場，老翁已無心跳呼吸，送
到雙和醫院急診前已死亡，並非死後由醫院採檢才確診。

市府消防局晚間受訪表示，不論獲報處理的對象，救護人員都會加穿防水隔離衣、手套、
護目鏡等裝備，降低染疫風險。（編輯：唐聲揚）1100521

5.完整新聞連結 (或短網址):
https://www.cna.com.tw/news/firstnews/202105215010.aspx
6.備註:


"
[問卦]現在加入多元計程車or外送是逆向操作嗎?,2021/05/21,13:47:18,https://www.ptt.cc/bbs/Gossiping/M.1621604841.A.F8E.html,hareluyac,Gossiping,0,0,0,"疫情持續炎上

原物料上漲

無薪假爆炸，外務急速萎縮


想想不如趁外務空下來的時間去跑跑多元計程車



但是疫情增加，外送需求卻反而都在下修


是大家寧願都自己煮也不叫外送了?




這時候投入屋柏或是吳柏毅

到底是逆向操作還是一種我不入地獄誰入地獄的壯舉呢?


有沒有卦?"
[新聞]台灣若封城謝金河斷言：經濟會萬劫不復,2021/05/21,13:47:47,https://www.ptt.cc/bbs/Gossiping/M.1621604870.A.566.html,swallow753,Gossiping,64,18,9,"1.媒體來源:
中時

2.記者署名:
洪凱音

3.完整新聞標題:
台灣若封城 謝金河斷言：經濟會萬劫不復

4.完整新聞內文:
全台進入3級警戒，今又增加312個本土案例，連續7天破百例；財信傳媒董事長謝金河今於
臉書發文表示，台灣防疫出現大缺口，確診病例衝高、全台人心惶惶，
一旦全面封城，經
濟將萬劫不復，因為美國復甦力道強勁，「台灣一旦出口受阻，很快會被南韓、日本、中
國及東恊取代」。
謝金河今日以「美國今年可能是全球經濟成長最大引擎」為題撰文，台灣現況勢必衝擊第
二季度的表現，台灣經濟的三隻腳，內需消費可能受到影響最大，其次是投資；這次缺水
，斷電的壓力都在此時攤牌，疫情，缺水，電力成為考驗台灣的三大壓力源頭，這影響投
資有多大？要好好評估一下。

不過，
謝金河認為，眼前最重要的是顧好台灣生產線，只要生產線能正常運作，台灣的經
濟還可以保住半邊天
；其中，最重要的還是出口，今年美國經濟的復甦，可能成為全球最
重要的成長引擎。

謝金河觀察，美國率先摘除口罩的行動，代表美國研發疫苗及施打疫苗，都是世界的領先
者，今年美國及歐洲逐漸從疫情的泥沼中掙脫，對全球經濟復甦會產生很大力道，大家從
貨櫃航運的熱度，可以感受到這個力道。

5.完整新聞連結 (或短網址):
https://www.chinatimes.com/realtimenews/20210521005447-260410?chdtv
如果一樣差 大家記得拖他出來鞭"
[問卦]台鐵減班,2021/05/21,13:48:12,https://www.ptt.cc/bbs/Gossiping/M.1621604894.A.241.html,kc55023,Gossiping,6,2,0,"最近疫情關係台鐵大減班

這樣的話那些司機是不是可以正常休假了

司機是不是遇到這種事才能正常休假啊
"
[問卦]這次是不是真的守不住了？,2021/05/21,13:49:27,https://www.ptt.cc/bbs/Gossiping/M.1621604970.A.8E0.html,adsl15888,Gossiping,171,59,29,"每天公佈的確診數，是檢測不足下的數量，就是檢測數量有限，所以才幾百例，

實際上已經可以想象有上千甚至上萬人已經確診？

所以這次是不是守不住了？



另外補充一點，臺灣先前能守住，並非是臺灣防疫做的好，

而是：

北京在2019.07.31突然宣佈，禁止大陸47個城市開辦赴台灣自由行
https://imgcdn.cna.com.tw/www/WebPhotos/800/20190731/800x743_798459444506.jpg
這是中央社當時的製圖，也就是宣佈禁止後這些大量陸客就不能來台了。

當時常看新聞的人應該有印象，當時很多商家跑出來喊生意跌到剩3成1成之類的...

然後疫情就是在同年2019年12月出現。臺灣因禍得福，然後各國斷航，僅剩非常微量旅客


"
[新聞]民進黨：疫情時刻國民黨還在政治操作,2021/05/21,13:50:41,https://www.ptt.cc/bbs/Gossiping/M.1621605045.A.A0E.html,NCKUkobe,Gossiping,555,56,344,"1.媒體來源：
自由時報

2.記者署名：
簡惠茹

3.完整新聞標題：
藍營下令全力反擊 民進黨：疫情時刻國民黨還在政治操作

4.完整新聞內文：

2021/05/21 17:31

〔記者簡惠茹／台北報導〕針對媒體報導國民黨主席江啟臣下令全力支援藍營執政縣市，
對綠營攻擊展開強力反擊，以保護侯友宜在內的14位縣市首長，民進黨發言人顏若芳今天
表示，很遺憾看到國民黨在疫情關鍵時刻，江啟臣依然只關心政治操作，新北市長侯友宜
在報導中顯然比較關心個人聲望而不是關心疫情控制，民進黨再次呼籲，朝野政黨都應該
全力團結防疫，病毒不會分黨派，更不會分縣市，唯有全國一體團結防疫，我們才能克服
病毒的挑戰。

針對媒體詢問「新北不能倒！藍『正規軍』全面出動 侯友宜致電感謝江啟臣」報導的回
應，顏若芳表示，從防疫開始至今，民進黨從蔡英文總統上下一貫訴求的就是「團結防疫
守台灣」，因為民進黨知道，只有不分朝野、中央地方一起合作，才能有效落實防疫措施
。這也是為何在台北萬華地區一開始爆發疫情的時候，陳時中部長和柯文哲市長第一時間
達成共識，中央地方一起全力投入重點防疫，也看到有強化防疫的效果。

對於有國民黨人士提出說有所謂「誅侯」計畫，顏若芳嚴正駁斥，民進黨從未有這種計畫
，國民黨更無需轉移新北市防疫問題的焦點，更何況如果新北市民意代表關注自己所在的
縣市防疫政策有無落實，以及防疫設施的數量是否足夠，也是基於民意代表職責，何來「
誅侯」？

顏若芳表示，國民黨應該把地方民意代表的提醒當作是在幫助侯友宜，而不是把所有人的
提醒都扣上帽子、貼上標籤，若國民黨這時候還在做政治操作、攻擊提出建議的人，這並
不是解決問題的方法，而是解決提出問題的人。

顏若芳指出，如果真的如媒體報導，江啟臣還下令全黨上下發動攻擊，甚至還告訴媒體侯
友宜打電話致謝江啟臣，這樣的媒體操作難道不會太斧鑿斑斑嗎？若按照國民黨中央的標
準，那過去國民黨上下對蔡英文總統的指控，難道都是有計畫的「誅英計畫」；難道國民
黨內部也有「誅時中計畫」？

顏若芳強調，很高興國民黨日前終於認清不分黨派、團結防疫的重要性，呼籲江啟臣這時
候應該要下令呼籲支持者戴口罩、勤洗手，台灣面對嚴峻的疫情，最重要的就是要團結、
配合指揮中心，病毒不分藍綠，朝野一起守護台灣。

5.完整新聞連結 (或短網址)：
https://news.ltn.com.tw/news/politics/breakingnews/3541515"
[問卦]大樓有人確診，同棟自主管理標準？,2021/05/21,13:51:07,https://www.ptt.cc/bbs/Gossiping/M.1621605069.A.388.html,taurussam,Gossiping,11,4,1,"如題，本魯辦公室位於11樓，
今天傳出4樓另間公司有人確診，
大樓有4部電梯，
請問衛生署是否有說過
這樣是要自我健康管理、
還是自主健康監測呢？
有沒有版友有經驗的？@@

Sent from
BePTT
on my iPhone 11
"
Re:[新聞]疫情假訊息陳宗彥：你敢傳我就敢辦,2021/05/21,13:51:52,https://www.ptt.cc/bbs/Gossiping/M.1621605114.A.135.html,Hsins,Gossiping,7,4,0,"我剛剛仔細看了一下影片連結中的內容
你這些內容會被質疑是在帶風向
即使是那隻影片，影片的重點大概有二：

1. 政府佈局 3000 萬支，但那張圖裡面算起來只有 2981 萬支
2. BNT 疫苗談判可能破局

如果說 1. 這件事成立的話，問題就在於買不到 3000 萬而不是不願買 3000 萬
實際上要打的假消息是 2. 的延伸問題，為什麼 BNT 疫苗談判破局？

這個我不知道，看誰知道有有三百萬的再說


不過當初我一直有疑問的問題是為什麼會有那個 500+500 的國內疫苗
另外一件疑惑的事情就是現在疫苗到底有多少啊？
有三百萬了嗎？
"
[問卦]如果沒朝陽拉K團，台中現在爽歪了吧,2021/05/21,14:00:41,https://www.ptt.cc/bbs/Gossiping/M.1621605643.A.15B.html,NicoToscani,Gossiping,17,4,1,"這幾天台中都是朝陽拉K團的場子

如果沒這團，這兩天就都沒確診了

那台中是不是爽歪了，有無這方面八卦
"
Re:[問卦]3+11還沒改???,2021/05/21,14:00:52,https://www.ptt.cc/bbs/Gossiping/M.1621605659.A.ED1.html,TBOC,Gossiping,3,3,0,"改了不就承認自己3+11是破口了嗎？

反正都已經確診了

根據以往紀錄，指揮中心一向是出了事延長檢疫時間

好運沒擴散就再縮短

長榮的紐籍機師也是3天，出了事延長檢疫，風頭過了再繼續賭機率

縮短隔離天數這種增加風險的決定，也不懂得用疫苗給這些「檢疫特例」避險

現在死豬不怕滾水燙，反正疫情都爆開了，來點文青口號壓壓驚

只示範一次啦、認吱作戰啦、地方首長作秀啦

這種心態大概就是所謂柯P講的處理新聞，混過去就算了

不然3天時長榮就一次了，華航又來一次，不就是賭運氣嗎

柯P  今晚，我想來點真心話｜EP31

柯文哲
https://youtu.be/m_3yCpsJPF4?t=495
我倒覺得出事齁，有時候要有一種態度啦
就是說，既然出事了
我們就很確實地把它改進
這樣的話，用這種態度，一直改進，一直改進
社會就會越來越好
我要講的是什麼，你知道
常常我們就是齁，事過境遷
所以我們常常是處理新聞，不是處理問題
這一關混過去就算了啦
李鴻源
https://youtu.be/m_3yCpsJPF4?t=745
其實我今年很擔心的是
大家今天缺水，講合理水價
講這個工業用水回收利用，再利用講得天花亂墜
然後，下個月來了一場大雨
水庫滿了，阿，誤會一場
我前面講的東西都不算



長榮航空(3天)
紐籍機師違規釀群聚 機組員檢疫規定朝2方向研議
https://i.imgur.com/weff6Qs.jpg
https://www.cna.com.tw/news/firstnews/202012230058.aspx
109/12/23

石崇良回應，過去的確考慮機組人員的工作特性而有
例外規定
，但針對紐西蘭機師的案例
，指揮中心上午11時將開會研議加嚴防疫措施，預計朝2方向研議，
包含：加強採檢並要
求人員入社區之前必須先採檢，以及延長檢疫時間，不再是只有3天或5天，預計在下午記
者會宣布討論結論。"
[問卦]台灣今年為什麼雨這麼少?,2021/05/21,14:01:36,https://www.ptt.cc/bbs/Gossiping/M.1621605700.A.790.html,asubelieve,Gossiping,24,8,0,"我的天啊~~~~

本肥宅這幾天好擔心

有夠擔心，生怕之後不能洗澡

希望這波雨可以下久一點~~~~

請問一下為什麼今年都沒什麼梅雨啊?????? 國外有這樣嗎  怎麼感覺跟疫情有點關係

就是可能人類的行為改變 導致氣候改變之類的XDDDD

好我文組啦QQQQ

有沒有高手可以說一下為什麼台灣今年這麼少雨??
"
